StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q4,Q5,Q13,Q6,Q7,Q8,Q9,Q10,Q11,Q12,id
5/10/21 9:55,5/10/21 9:57,IP Address,73.217.22.41,100,87,True,5/10/21 9:57,R_3DeDeytTfynStUw,,,,,39.73010254,-104.9077988,anonymous,EN,Please check this box if you have read this form about the study,20,Male,white,Yes,Engineering,No,No,Somewhat tired,Well,No,19138
5/10/21 10:12,5/10/21 10:19,IP Address,130.253.27.11,100,365,True,5/10/21 10:19,R_11Y1aaaEeIyShfY,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,Latino,No,Computer Science,No,No,Not at all tired,Well,N/A,19159
5/10/21 10:41,5/10/21 10:41,IP Address,130.253.27.11,100,44,True,5/10/21 10:41,R_sGqSrhZ25reN1xT,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.,Please check this box if you are participating for monetary compensation.,Please check this box if you agree not to be compensated. In this case, you acknowledge that you understand you will not receive chits or monetary compensation.",20,Female,white,Yes,marketing,No,No,Slightly tired,Poor,having a cold all week,19083
5/10/21 11:06,5/10/21 11:08,IP Address,73.34.166.138,100,75,True,5/10/21 11:08,R_tYS4khwMRIshnWh,,,,,39.65620422,-104.7865982,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",24,Female,White,Yes,Criminology,No,No,Slightly tired,Well,,19078
5/10/21 11:10,5/10/21 11:11,IP Address,161.77.226.203,100,78,True,5/10/21 11:11,R_1LXtcj1w6SaLc6m,,,,,42.48660278,-72.41729736,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",20,Female,white,Yes,Anthropology & Spanish,No,No,Slightly tired,Well,,19187
5/10/21 11:29,5/10/21 11:31,IP Address,75.166.18.135,100,121,True,5/10/21 11:31,R_2xYwr5ntvJ5fQPW,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",22,Female,White,Yes,Physics,No,No,Slightly tired,Well,,19113
5/10/21 11:35,5/10/21 11:36,IP Address,130.253.27.10,100,85,True,5/10/21 11:36,R_3L75kl7nEwhDu0c,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,White/Caucasian ,Yes,International Busniess,No,No,Slightly tired,Very well,none,19191
5/10/21 12:05,5/10/21 12:06,IP Address,107.217.62.86,100,43,True,5/10/21 12:06,R_bDZEeK7db2stjSV,,,,,33.98370361,-84.1486969,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,African American,Yes,Communications ,No,No,Not at all tired,Very well,no,19112
5/10/21 12:11,5/10/21 12:12,IP Address,5.149.253.57,100,56,True,5/10/21 12:12,R_1OP4ymZTqdZmI47,,,,,43.66439819,-79.41950226,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",18,Male,white,Yes,business admin,No,No,Not at all tired,Well,,19188
5/10/21 12:39,5/10/21 12:40,IP Address,73.229.49.71,100,67,True,5/10/21 12:40,R_2rCMD43PfVrEH7E,,,,,39.71279907,-105.0952988,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.,Please check this box if you are participating for monetary compensation.,Please check this box if you agree not to be compensated. In this case, you acknowledge that you understand you will not receive chits or monetary compensation.",22,Female,hispanic,Yes,psych,No,No,Slightly tired,Well,,16840
5/10/21 14:27,5/10/21 14:29,IP Address,130.253.29.5,100,108,True,5/10/21 14:29,R_2BsT9eYwvI90yfR,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",21,Female,White,Yes,International Studies,No,No,Not at all tired,Very well,no,19104
5/10/21 15:21,5/10/21 15:22,IP Address,73.34.80.109,100,78,True,5/10/21 15:22,R_9ytLBrIEgg6Wmat,,,,,39.70669556,-104.9693985,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",20,Female,White,Yes,Public Policy and Strategic Comm,No,,Not at all tired,Very well,,19109
5/10/21 16:21,5/10/21 16:24,IP Address,97.122.73.157,100,184,True,5/10/21 16:24,R_1jq5lPAezMkbs52,,,,,39.74249268,-105.0979996,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.,Please check this box if you agree not to be compensated. In this case, you acknowledge that you understand you will not receive chits or monetary compensation.",19,Prefer not to say,Prefer not to say,Yes,English,No,No,Slightly tired,Well,No,19141
5/10/21 16:30,5/10/21 16:30,IP Address,130.253.27.5,100,28,True,5/10/21 16:30,R_323BMw8o45WYU4K,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,White,Yes,criminology,No,No,Slightly tired,Well,,19167
5/10/21 19:53,5/10/21 19:54,IP Address,24.8.92.100,100,89,True,5/10/21 19:54,R_2zikr6jWri9zqoM,,,,,39.76280212,-105.0262985,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",20,Male,White,Yes,Geography,No,No,Very tired,Very poor,I have a pretty bad head cold,19200
5/10/21 20:24,5/10/21 20:24,IP Address,130.253.27.11,100,40,True,5/10/21 20:24,R_2bTPTXRs6BknPZI,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",20,Female,white,Yes,Marketing ,No,No,Somewhat tired,Well,,19092
5/10/21 20:32,5/10/21 20:33,IP Address,208.85.32.231,100,59,True,5/10/21 20:33,R_1pVBNPax9gcVc64,,,,,35.81950378,-105.9886017,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,White,Yes,Chemistry,No,No,Not at all tired,Well,,19132
5/10/21 20:38,5/10/21 20:38,IP Address,184.96.67.63,100,48,True,5/10/21 20:38,R_1jpGTXyCQWBt6we,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",20,Female,white,Yes,molecular biology,No,No,Slightly tired,Well,,19134
5/10/21 21:16,5/10/21 21:16,IP Address,130.253.29.5,100,31,True,5/10/21 21:16,R_3MuhZKy2htyN13V,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,White,Yes,Communications,No,No,Slightly tired,Well,,19154
5/10/21 23:56,5/11/21 0:01,IP Address,98.38.141.173,100,258,True,5/11/21 0:01,R_1KqD8hvEwDYXDsl,,,,,39.69599915,-105.0345993,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,Black/African-American,No,mechanical engineering,No,No,Slightly tired,Well,,19205
5/11/21 10:04,5/11/21 10:05,IP Address,130.253.27.15,100,45,True,5/11/21 10:05,R_0xnUDpY18pAU81P,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",18,Male,White/American,Yes,Business Analytics,No,No,Not at all tired,Well,,19139
5/11/21 10:06,5/11/21 10:06,IP Address,130.253.27.15,100,26,True,5/11/21 10:06,R_1NeOLPwoKmDnier,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",18,Male,White/American,Yes,Business Analytics,No,No,Not at all tired,Very well,,19139
5/11/21 10:07,5/11/21 10:07,Spam,130.253.27.15,100,28,True,5/11/21 10:07,R_2D1tC2LfWhiSl7z,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",18,Male,White/American,Yes,Business Analytics,No,No,Not at all tired,Very well,,19139
5/11/21 16:03,5/11/21 16:04,Spam,130.253.29.0,100,55,True,5/11/21 16:04,R_QnTFToi3VN695aV,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",21,Female,White,Yes,International Studies,No,No,Not at all tired,Well,no,19104
5/12/21 13:09,5/12/21 13:10,IP Address,130.253.27.7,100,60,True,5/12/21 13:10,R_3QRAWeJ3oDRB05w,,,,,39.67959595,-104.9626007,anonymous,EN,,19,Female,Non-hispanic,Yes,Environmental Science,No,No,Slightly tired,Well,No,19207
5/13/21 20:30,5/13/21 20:32,IP Address,71.211.243.250,100,121,True,5/13/21 20:32,R_3oFmJLwCiCkqRSv,,,,,39.73010254,-104.9077988,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",22,Non-binary / third gender,Mixed race Mexican,Yes,Art,No,No,Somewhat tired,Well,,19150
5/14/21 13:41,5/14/21 13:43,IP Address,12.38.13.196,100,110,True,5/14/21 13:43,R_3MnBs8xQjVW4yEh,,,,,35.99679565,-78.89550018,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",30,Female,East/West Asian,No,Mathematics,No,No,Slightly tired,Poor,Chronic pain,19171
5/14/21 16:14,5/14/21 16:14,IP Address,130.253.27.2,100,16,True,5/14/21 16:14,R_5hI9eYKU7ercFah,,,,,39.67959595,-104.9626007,anonymous,EN,,30,Male,Turkish,No,psych,,,,,,18811
5/14/21 16:25,5/14/21 16:28,IP Address,184.96.68.18,100,162,True,5/14/21 16:28,R_2DOyF6R3OkECbRH,,,,,39.70440674,-105.0022964,anonymous,EN,"Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",20,Female,students,No,geography,No,No,Slightly tired,Well,,19226
5/14/21 16:37,5/14/21 16:39,IP Address,70.177.96.214,100,103,True,5/14/21 16:39,R_rqGmw8GTm1mEbhD,,,,,36.04319763,-95.80719757,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,White,Yes,Jazz Performance,No,No,Slightly tired,Well,,19122
5/14/21 17:26,5/14/21 17:27,Spam,130.253.29.14,100,26,True,5/14/21 17:27,R_2ROZNa15q0UZvbT,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Female,White,Yes,Biology,No,No,Slightly tired,Well,,19103
5/14/21 19:37,5/14/21 19:38,IP Address,98.43.118.54,100,53,True,5/14/21 19:38,R_2e8QGFw23GWJyev,,,,,39.69599915,-105.0345993,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,Latino,No,Computer Science,No,No,Not at all tired,Well,No,19159
5/14/21 19:53,5/14/21 19:57,IP Address,98.38.57.141,100,242,True,5/14/21 19:57,R_3J9QIPUFNQY8mDN,,,,,39.64019775,-104.9620972,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",20,Female,White,Yes,Integrated Science,No,No,Not at all tired,Well,n/a,19119
5/14/21 19:57,5/14/21 19:58,IP Address,130.253.29.5,100,68,True,5/14/21 19:58,R_ac7SIPvM1bZenZf,,,,,39.67959595,-104.9626007,anonymous,EN,Please check this box if you have read this form about the study,18,Female,White,Yes,Psychology,No,No,Somewhat tired,Well,No,18985
5/14/21 23:06,5/14/21 23:07,IP Address,98.43.118.54,100,42,True,5/14/21 23:07,R_111iC4AaGr1OmTe,,,,,39.69599915,-105.0345993,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.",19,Male,Latino,No,Computer Science,No,No,Not at all tired,Well,No,19159
5/15/21 12:43,5/15/21 12:45,IP Address,71.33.196.133,100,115,True,5/15/21 12:45,R_TpWqEc0WEqhZw4h,,,,,39.73210144,-104.9554977,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",25,Male,Caucasian/Northern European,Yes,Accounting,No,No,Very tired,Poor,,19175
5/15/21 13:23,5/15/21 13:24,IP Address,71.33.196.133,100,39,True,5/15/21 13:24,R_3MuMPvR7npomGsW,,,,,39.73210144,-104.9554977,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",25,Male,Caucasian,Yes,Accounting,No,No,Very tired,Poor,,19175
5/15/21 20:56,5/15/21 20:59,IP Address,130.253.29.0,100,160,True,5/15/21 20:59,R_5pfESp1trgtML8R,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",18,Female,White,No,Computer Science,No,No,Somewhat tired,Well,,19129
5/16/21 12:59,5/16/21 13:00,IP Address,50.27.23.10,100,76,True,5/16/21 13:00,R_3I9UtrLIHCZKzUe,,,,,33.51339722,-101.8817978,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",29,Non-binary / third gender,White,Yes,Graduate International Administration,No,No,Slightly tired,Well,,19137
5/16/21 13:07,5/16/21 13:09,IP Address,130.253.27.13,100,109,True,5/16/21 13:09,R_rkA0KCWWFXj3dOF,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.,Please check this box if you are participating for monetary compensation.,Please check this box if you agree not to be compensated. In this case, you acknowledge that you understand you will not receive chits or monetary compensation.",19,Male,none,Yes,none,No,No,Slightly tired,Well,,19197
5/16/21 15:24,5/16/21 15:26,IP Address,130.253.29.10,100,115,True,5/16/21 15:26,R_3EXMFdaECQPEv9h,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",20,Female,White,Yes,Film/Ecology,No,No,Not at all tired,Well,,19209
5/16/21 15:49,5/16/21 15:50,IP Address,130.253.29.15,100,46,True,5/16/21 15:50,R_2sSi6xDsDM4oet3,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if you have read this form about the study,Please check this box if you understand the possible risks and benefits of this study, and you acknowledge that you know that being in this study is voluntary.,Please check this box if data from this research may be used for future research.,Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",19,Male,White,Yes,Business Management,No,No,Not at all tired,Very well,No,19204
5/16/21 17:42,5/16/21 17:43,IP Address,174.51.238.62,100,56,True,5/16/21 17:43,R_pmcQPAuAoSi06sN,,,,,39.67959595,-104.9626007,anonymous,EN,"Please check this box if your participation is related to a course in which you are enrolled, in which case you acknowledge that you will receive up to 2 chits worth of credit for participation in this study.",20,Male,Caucasian,Yes,Computer Science,No,No,Not at all tired,Well,,19097
